name;new_place_id;review_rating;rating;review_likes;place_id;review_text;review_word_count;cleaned_review;polarity_clean_reviews;subjectivity_clean_reviews;sentiment_clean_reviews
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;5;4;0;ChIJrWWZ1nYxkUcRpPltTZH2mk8;Gute Auswahl,gute Preise!;3;gute auswahl gute preise;1;0;Sentiment(polarity=1.0, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;4;4;0;ChIJrWWZ1nYxkUcRpPltTZH2mk8;"Vergleichbar mit dem ehemaligen Real. Bin zufrieden. Leider finde ich ihn etwas ""ungepflegt"" was aber an dem Boden liegen kann.";20;vergleichbar ehemaligen real zufrieden finde ungepflegt boden liegen;1;0;Sentiment(polarity=1.0, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;4;4;0;ChIJrWWZ1nYxkUcRpPltTZH2mk8;"(Übersetzt von Google) Der größte Markt in Lahr. Viele polnische Produkte. Bezahlbare Preise.

(Original)
Największy market w Lahr. Sporo polskich produktów. Ceny przystępne.";23;größte markt lahr polnische produkte bezahlbare preise największy market lahr sporo polskich produktów ceny przystępne;0;0;Sentiment(polarity=0.0, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;5;4;0;ChIJrWWZ1nYxkUcRpPltTZH2mk8;Super schöner laden;3;super schöner laden;1;0;Sentiment(polarity=1.0, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;4;4;2;ChIJrWWZ1nYxkUcRpPltTZH2mk8;Musste heute beim ersten Einkauf dort natürlich alles suchen. Aber das Personal hat bereitwillig geholfen sodaß wir unseren Wagen voll bekamen!👍👍👍😁;21;einkauf alles suchen personal bereitwillig geholfen sodaß unseren wagen voll bekamen;0,7;0;Sentiment(polarity=0.7, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;4;4;0;ChIJrWWZ1nYxkUcRpPltTZH2mk8;Gut !!du findest was du willst;6;gut findest;1;0;Sentiment(polarity=1.0, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;2;4;0;ChIJrWWZ1nYxkUcRpPltTZH2mk8;Für mich persönlich sehr unübersichtlich;5;persönlich sehr unübersichtlich;0;0;Sentiment(polarity=0.0, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;5;4;0;ChIJrWWZ1nYxkUcRpPltTZH2mk8;Ordentlich sauber. Reichlich Auswahl;4;ordentlich sauber reichlich auswahl;1;0;Sentiment(polarity=1.0, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;2;4;0;ChIJrWWZ1nYxkUcRpPltTZH2mk8;Alte Gebäude, alles unordentlich, unübersichtlich, Warenpreisen muß man suchen für was gehört...;12;alte gebäude alles unordentlich unübersichtlich warenpreisen suchen gehört;-1;0;Sentiment(polarity=-1.0, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;4;4;0;ChIJrWWZ1nYxkUcRpPltTZH2mk8;Wir waren nur beim Asiaten Essen, weil es uns dort gut schmeckt. Preis und Leistungverhältnis ist sehr gut.;18;asiaten essen gut schmeckt preis leistungverhältnis sehr gut;1;0;Sentiment(polarity=1.0, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;5;4;0;ChIJrWWZ1nYxkUcRpPltTZH2mk8;👍👍👍;1;;0;0;Sentiment(polarity=0.0, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;2;4;0;ChIJrWWZ1nYxkUcRpPltTZH2mk8;Im Vergleich zu Kaufland Offenburg zwar große Auswahl aber fast nichts was man von Kaufland gewohnt ist.;17;vergleich kaufland offenburg große auswahl fast kaufland gewohnt;0,7;0;Sentiment(polarity=0.7, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;1;4;0;ChIJrWWZ1nYxkUcRpPltTZH2mk8;Einkaufen und wieder gehen. Für Leute die nur billig einkaufen wollen. Ist mir zu ungeordnet.;15;einkaufen leute billig einkaufen ungeordnet;1;0;Sentiment(polarity=1.0, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;1;4;1;ChIJrWWZ1nYxkUcRpPltTZH2mk8;Unfreundliches Personal, Angebote die Sie werben meist nicht vorhanden. Frischetheke Arbeiter unfreundlich, möchten nicht frisch rauslassen und verweisen auf die SB. Schlechtester Laden in ganz Deutschland.;26;unfreundliches personal angebote werben meist nicht vorhanden frischetheke arbeiter unfreundlich möchten nicht frisch rauslassen verweisen sb schlechtester laden deutschland;-0,333333333;0;Sentiment(polarity=-0.3333333333333333, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;2;4;2;ChIJrWWZ1nYxkUcRpPltTZH2mk8;Frischetheke Mitarbeiter nicht freundlich, verweist auf Hackfleisch in der SB-Theke, weil man zu faul war oder keine Lust hatte, es frisch rauszulassen. Trotz Angebot im aktuellen Prospekt. Mehrfach wird mit Angeboten aus der Werbung geworben, Stallhaltung 3 und was ist vorzufinden, niedrigere Stallhaltung. Kommt leider immer öfter vor, dass mit Angeboten geworben wird, man aber am selben Tag nichts mehr bekommt. Frechheit! Ihr widert mich an;66;frischetheke mitarbeiter nicht freundlich verweist hackfleisch sb theke faul keine lust frisch rauszulassen trotz angebot aktuellen prospekt mehrfach angeboten werbung geworben stallhaltung vorzufinden niedrigere stallhaltung immer öfter angeboten geworben selben bekommt frechheit widert;-0,75;0;Sentiment(polarity=-0.75, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;1;4;0;ChIJrWWZ1nYxkUcRpPltTZH2mk8;"Bin heute hingefahren wegen Angebote (Mövenpick Cafe und Jacky Single) schon am ersten Angebotstag nicht mehr da.
Sehr ärgerlich.";19;hingefahren angebote mövenpick cafe jacky single angebotstag nicht sehr ärgerlich;-1;0;Sentiment(polarity=-1.0, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;3;4;0;ChIJrWWZ1nYxkUcRpPltTZH2mk8;Real war besser;3;real;1;0;Sentiment(polarity=1.0, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;5;4;1;ChIJrWWZ1nYxkUcRpPltTZH2mk8;Kaufland ein Muss für jeden der sparen will. Super Angebote und immer reichlich Werbeware da. Top;16;kaufland sparen super angebote immer reichlich werbeware top;1;0;Sentiment(polarity=1.0, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;5;4;0;ChIJrWWZ1nYxkUcRpPltTZH2mk8;"(Übersetzt von Google) Ein neues gut sortiertes Kaufland, aber Achtung nicht alles ist billiger als in Frankreich, man muss Aktionen nutzen

(Original)
Un nouveau kaufland bien achalandé, mais attention pas tout est moins cher qu'en France, il faut surtout profiter des promotions";42;neues gut sortiertes kaufland achtung nicht alles billiger frankreich aktionen nutzen nouveau kaufland bien achalandé mais attention pas tout est moins cher qu france il faut surtout profiter promotions;1;0;Sentiment(polarity=1.0, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;3;4;0;ChIJrWWZ1nYxkUcRpPltTZH2mk8;Da dort immer noch Chaos herrscht... Nichts ist dort, wo es noch vor einigen Tagen stand. Personal ist sehr nett und hilfsbereit;22;immer chaos herrscht stand personal sehr nett hilfsbereit;1;0;Sentiment(polarity=1.0, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;1;4;0;ChIJrWWZ1nYxkUcRpPltTZH2mk8;Die Durchgänge sind nicht sehr gut.;6;durchgänge nicht sehr gut;1;0;Sentiment(polarity=1.0, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;2;4;0;ChIJrWWZ1nYxkUcRpPltTZH2mk8;Habe leider nicht das bekommen was ich wollte, aber das Kaufland wird gerade umgebaut. Aber gleich vorne rechts ist ein Asia Imbiss und der ist super. Leckeres Essen große Auswahl, daß war so lecker und gut das ich jeden Tag dort war. Kann ich nur empfehlen.;46;nicht bekommen kaufland umgebaut vorne rechts asia imbiss super leckeres essen große auswahl lecker gut empfehlen;0,85;0;Sentiment(polarity=0.85, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;2;4;1;ChIJrWWZ1nYxkUcRpPltTZH2mk8;"Unfreundliches Personal dass dich einfach vom Regal wegdrängt um Ware aufzufüllen
Von der Dame werde ich noch den  Namen rausfinden und den Vorgang der chef Etage melden
So was braucht man sich als Kunde nicht gefallen zu lassen auch wenn es morgens 7.15h ist";44;unfreundliches personal einfach regal wegdrängt ware aufzufüllen dame namen rausfinden vorgang chef etage melden braucht kunde nicht gefallen lassen morgens;-0,15;0;Sentiment(polarity=-0.15000000000000002, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;5;4;0;ChIJrWWZ1nYxkUcRpPltTZH2mk8;Riesige Auswahl, gut sortiert;4;riesige auswahl gut sortiert;1;0;Sentiment(polarity=1.0, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;2;4;0;ChIJrWWZ1nYxkUcRpPltTZH2mk8;"(Übersetzt von Google) Ich war ein Fan von Real Madrid.
Jetzt ist es Kaufland.
Es ändert sich nicht viel.
Auf der anderen Seite gefällt mir weniger die Anordnung der Speichen, die eine Schlaufe zu den Boxen bilden.

(Original)
J'étais fan du Real.
Maintenant c'est kaufland.
Cela ne change pas grand chose.
Par contre j'aime moins la configuration des rayons qui font une boucle jusqu'au caisses.";65;fan real madrid kaufland ändert nicht seite gefällt anordnung speichen schlaufe boxen bilden étais fan real maintenant est kaufland cela ne change pas grand chose par contre aime moins la configuration rayons qui font une boucle jusqu caisses;1;0;Sentiment(polarity=1.0, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;5;4;0;ChIJrWWZ1nYxkUcRpPltTZH2mk8;Kaufland Lahr ist fertig mit dem Umbau. Sieht aus;9;kaufland lahr fertig umbau sieht;-1;0;Sentiment(polarity=-1.0, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;2;4;0;ChIJrWWZ1nYxkUcRpPltTZH2mk8;"(Übersetzt von Google) Die Auswahl ähnelt noch mehr einem alten echten Geschäft als einem Kaufland. Die Arbeiter haben sich sicherlich umgezogen und sind die gleiche Mentalität wie zuvor geblieben. Der Warenverladewagen steht noch in der Mitte der Schlange, wenn ich fragen möchte ist es besser, wenn ich weiter eine andere Sprache lerne, denn es gibt diejenigen, die nur begrenzt Deutsch sprechen und sich schlecht fühlen, wenn ich versuche, in Deutschland auf Deutsch zu kommunizieren . Natürlich wer arbeitet. Denn jedes Mal, wenn ich einkaufe, ist die Erfahrung von 2 Arbeitern mitten auf der Transportroute, die mit einer Einkaufsfamilie sprechen, nicht auf Deutsch, und wenn ich nach einem kleinen Ausflug frage, damit ich Müsli kaufen kann, scherzen sie: Was macht der Aufgedunsene? willst du hier? Das Fett steckt im Fleisch... Aber leider dachten sie, ich müsste 8 Jahre lang eine Fremdsprache lernen. Und ich verstehe alles. Ich will sowieso nach Kaufland ...

(Original)
A választék még jobban hasonlít a régi real üzletre, mint egy Kaufland-ra. A dolgozók minden bizonnyal ruhát cseréltek, és maradt ugyanaz a mentalitás mint régen. Az áru feltöltő kocsit még mindig a sor közepén hagyják, ha kérdezni szeretnék jobb ha más nyelvet tanulok tovább, mert van aki korlátozottan beszél németül, és neki lesz rossz kedve ha Németországban németül próbálok kommunikálni. Persze aki dolgozik. Mert minden vásárláskor az a tapasztalat, hogy a közlekedési útvonal közepén 2 dolgozó egy vásárló családdal beszélget nem németül, és mikor egy kis utat kérnék, hogy müzli-t tudjak venni, azon viccelődnek: mit akar itt a dagadt? A zsír a húsoknál van... De sajnos a szerintük nekem idegen nyelvet kötelező volt tanulnom 8 évig. És mindent értek. Egyébként szeretnék a Kaufland-ba járni...";276;auswahl ähnelt alten echten geschäft kaufland arbeiter sicherlich umgezogen gleiche mentalität zuvor geblieben warenverladewagen steht mitte schlange fragen sprache lerne begrenzt deutsch sprechen schlecht fühlen versuche deutschland deutsch kommunizieren arbeitet mal einkaufe erfahrung arbeitern mitten transportroute einkaufsfamilie sprechen nicht deutsch ausflug frage müsli kaufen scherzen aufgedunsene fett steckt fleisch dachten müsste fremdsprache lernen verstehe alles sowieso kaufland választék még jobban hasonlít régi real üzletre mint egy kaufland ra dolgozók minden bizonnyal ruhát cseréltek és maradt ugyanaz mentalitás mint régen az áru feltöltő kocsit még mindig sor közepén hagyják ha kérdezni szeretnék jobb ha más nyelvet tanulok tovább mert van aki korlátozottan beszél németül és neki lesz rossz kedve ha németországban németül próbálok kommunikálni persze aki dolgozik mert minden vásárláskor az tapasztalat hogy közlekedési útvonal közepén dolgozó egy vásárló családdal beszélget nem németül és mikor egy kis utat kérnék hogy müzli tudjak venni azon viccelődnek akar itt dagadt zsír húsoknál van sajnos szerintük nekem idegen nyelvet kötelező volt tanulnom évig és mindent értek egyébként szeretnék kaufland ba járni;0,283333333;0;Sentiment(polarity=0.2833333333333333, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;5;4;0;ChIJrWWZ1nYxkUcRpPltTZH2mk8;Ein sehr gut sortierter, übersichtlicher Discounter. Ich bin immer gern im Real einkaufen gegangen, war nach dem Umbau vor der Übernahme durch Kaufland etwas enttäuscht, war dann beim 1. Einkauf nach der Übernahme nicht sehr begeistert, aber nun war ich angenehm überrascht! Auch, dass ich viele bekannte MitarbeiterInnen aud Real-Zeiten wieder getroffen habe, war sehr schön! Ich war gewiss nicht zum letzten Mal dort! Nur weiter so!;67;sehr gut sortierter übersichtlicher discounter immer real einkaufen gegangen umbau übernahme kaufland enttäuscht einkauf übernahme nicht sehr begeistert angenehm überrascht bekannte mitarbeiterinnen aud real zeiten getroffen sehr schön gewiss nicht letzten mal;0,671428571;0;Sentiment(polarity=0.6714285714285715, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;5;4;0;ChIJrWWZ1nYxkUcRpPltTZH2mk8;Super zufrieden;2;super zufrieden;0;0;Sentiment(polarity=0.0, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;2;4;0;ChIJrWWZ1nYxkUcRpPltTZH2mk8;Bin etwas enttäuscht    Cola und Fanta im Angebot   wenn du was willst kein Cola da und das um 9 Uhr;20;enttäuscht cola fanta angebot cola;-1;0;Sentiment(polarity=-1.0, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;5;4;0;ChIJrWWZ1nYxkUcRpPltTZH2mk8;Alles da was man braucht;5;alles braucht;0;0;Sentiment(polarity=0.0, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;2;4;0;ChIJrWWZ1nYxkUcRpPltTZH2mk8;Sehr schlecht sortiert,nicht sehr einladend.Angebote fast alle susverkauft.;8;sehr schlecht sortiert nicht sehr einladend angebote fast susverkauft;-0,15;0;Sentiment(polarity=-0.15000000000000002, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;5;4;0;ChIJrWWZ1nYxkUcRpPltTZH2mk8;Tolle Auswahl;2;tolle auswahl;1;0;Sentiment(polarity=1.0, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;4;4;0;ChIJrWWZ1nYxkUcRpPltTZH2mk8;Sehr gute Auswahl;3;sehr gute auswahl;1;0;Sentiment(polarity=1.0, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;3;4;0;ChIJrWWZ1nYxkUcRpPltTZH2mk8;"(Übersetzt von Google) Sehr gut ausgestattet

(Original)
Molto fornito";9;sehr gut ausgestattet molto fornito;1;0;Sentiment(polarity=1.0, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;3;4;0;ChIJrWWZ1nYxkUcRpPltTZH2mk8;Zu unübersichtlich .;3;unübersichtlich;0;0;Sentiment(polarity=0.0, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;3;4;0;ChIJrWWZ1nYxkUcRpPltTZH2mk8;"Verwirrend organisiert. Macht nicht unbedingt Spaß hier einzukaufen.
Preislich gut";10;verwirrend organisiert nicht unbedingt spaß einzukaufen preislich gut;0;0;Sentiment(polarity=0.0, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;5;4;0;ChIJrWWZ1nYxkUcRpPltTZH2mk8;Groß ,schön und preiswert,hier findet man fast alles was man braucht.;11;schön preiswert findet fast alles braucht;1;0;Sentiment(polarity=1.0, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;4;4;0;ChIJrWWZ1nYxkUcRpPltTZH2mk8;"(Übersetzt von Google) Billigere Produkte, vor allem auf der Haushaltsseite. Und lokale Produkte, die interessant sind.

(Original)
Des produits moins chers, surtout côté ménager. Et des produits locaux qui sont intéressants.";31;billigere produkte haushaltsseite lokale produkte interessant produits moins chers surtout côté ménager produits locaux qui sont intéressants;1;0;Sentiment(polarity=1.0, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;5;4;0;ChIJrWWZ1nYxkUcRpPltTZH2mk8;"(Übersetzt von Google) Große Vielfalt.

(Original)
Great diversity.";8;große vielfalt great diversity;0,7;0;Sentiment(polarity=0.7, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;5;4;3;ChIJrWWZ1nYxkUcRpPltTZH2mk8;Ich denke für deutsche Verhältnisse ein recht grosser Markt, aufgefallen ist uns die grosse Auswahl an Gewürzen. Danke an die super freundlichen Bedienung an der Frisch -Theke. Div Hausmittel und Geräte , Fahrrad Zubehör, Garten und Pool Zubehör Anschlüsse, Kleidung, Reisekoffer gehen über das normale Angebot eines Supermarktes. Parkplätze waren ausreichend vorhanden obwohl es recht voll war. Pflicht für die Einkaufswagen Chip oder Euros;64;denke deutsche verhältnisse grosser markt aufgefallen auswahl gewürzen danke super freundlichen bedienung frisch theke div hausmittel geräte fahrrad zubehör garten pool zubehör anschlüsse kleidung reisekoffer normale angebot supermarktes parkplätze ausreichend vorhanden obwohl voll pflicht einkaufswagen chip euros;0,775;0;Sentiment(polarity=0.7749999999999999, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;1;4;1;ChIJrWWZ1nYxkUcRpPltTZH2mk8;"Öffnungszeiten bis 22:00Uhr! Einlass wird um 21:54Uhr nicht mehr gewährt. Auf Nachfrage warum nicht wird Security sehr unhöfflich!!! Ein no go!!! Kunden sind hier nichts mehr Wert. REWE ist um ""Welten"" besser. Da wird an Kundenfreundlichkeit nicht gespart.";38;öffnungszeiten einlass nicht gewährt nachfrage nicht security sehr unhöfflich no go kunden wert rewe welten kundenfreundlichkeit nicht gespart;0;0;Sentiment(polarity=0.0, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;1;4;1;ChIJrWWZ1nYxkUcRpPltTZH2mk8;Wollte 10 min vor Schließung rein, um schnell noch Katzenfutter zu kaufen. Ist mir tatsächlich ein Security hinterher gelaufen, hat mich angeschrien und wurde fast handgreiflich. Solches asoziales Verhalten,  bin noch immer fassungslos. Nach unangenehmen Wortwechsel, was wahrscheinlich länger ging als schnell mal Katzenfutter holen, hab mich umgedreht,  bin REWE.;50;min schließung rein schnell katzenfutter kaufen tatsächlich security hinterher gelaufen angeschrien fast handgreiflich asoziales verhalten immer fassungslos unangenehmen wortwechsel wahrscheinlich länger schnell mal katzenfutter holen hab umgedreht rewe;-0,383333333;0;Sentiment(polarity=-0.3833333333333333, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;1;4;1;ChIJrWWZ1nYxkUcRpPltTZH2mk8;Security total aggressiv! Was soll das Kaufland?;7;security total aggressiv kaufland;-1;0;Sentiment(polarity=-1.0, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;5;4;0;ChIJrWWZ1nYxkUcRpPltTZH2mk8;Liebe den Kaufland Angebote sind als mega;7;liebe kaufland angebote mega;1;0;Sentiment(polarity=1.0, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;1;4;0;ChIJrWWZ1nYxkUcRpPltTZH2mk8;Gefällt mir nicht. Zu unübersichtlich, zu viele Regale. Wirkt total unstrukturiert.;11;gefällt nicht unübersichtlich regale wirkt total unstrukturiert;0;0;Sentiment(polarity=0.0, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;2;4;0;ChIJrWWZ1nYxkUcRpPltTZH2mk8;Noch Zuviel Umgestaltungarbeiten;3;zuviel umgestaltungarbeiten;0;0;Sentiment(polarity=0.0, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;5;4;0;ChIJrWWZ1nYxkUcRpPltTZH2mk8;Bin mehr als zufrieden, weiter so 👍👍👍😊;7;zufrieden;0;0;Sentiment(polarity=0.0, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;2;4;0;ChIJrWWZ1nYxkUcRpPltTZH2mk8;Schade, bin früher so gerne in den Real gegangen, seit es Kaufland ist, verkneife ich es mir dort einzukaufen. Alles quer Beet durcheinander, man ist mehr mit suchen beschäftigt denn mit einkaufen.;32;schade gerne real gegangen kaufland verkneife einzukaufen alles quer beet durcheinander suchen beschäftigt einkaufen;-0,333333333;0;Sentiment(polarity=-0.3333333333333333, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;2;4;2;ChIJrWWZ1nYxkUcRpPltTZH2mk8;"Das wird nicht mein K , ich werde weiterhin nach Offenburg den Umweg fahren um im dortigen K einzukaufen.
Lahr ist und bleibt REAL, enge Gänge, umständliche Laufwege und schmuddelig.
Auch das Sortoment ist kleiner als in Offenburg, ich habe viele liebgewonnene Artikel nicht gefunden.
Also liebe Kaufländer, nehmt euch ein Beispiel am 2250 er.";55;nicht weiterhin offenburg umweg fahren dortigen einzukaufen lahr bleibt real enge gänge umständliche laufwege schmuddelig sortoment offenburg liebgewonnene artikel nicht gefunden liebe kaufländer nehmt;0,075;0;Sentiment(polarity=0.07500000000000001, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;4;4;0;ChIJrWWZ1nYxkUcRpPltTZH2mk8;"Großräumiger Discounter mit separatem Getränkemarkt.
Günstiges Einkaufen mit vielen günstigen Angeboten. Lohnt sich für den Geldbeutel. Großer Parkplatz mit rollstuhlgerechtem Eingang sowie öffentliche Toilette.";24;großräumiger discounter separatem getränkemarkt günstiges einkaufen günstigen angeboten lohnt geldbeutel großer parkplatz rollstuhlgerechtem eingang öffentliche toilette;0,7;0;Sentiment(polarity=0.6999999999999998, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;5;4;0;ChIJrWWZ1nYxkUcRpPltTZH2mk8;"(Übersetzt von Google) Sehr schöner Laden ..... sauber und renoviert .... macht Lust wieder günstig einkaufen zu gehen

(Original)
Très beau magasin.....propre et rénové.... ça donne envie d'y retourner courses à bon prix";33;sehr schöner laden sauber renoviert lust günstig einkaufen beau magasin propre rénové ça donne envie retourner courses bon prix;0,85;0;Sentiment(polarity=0.85, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;5;4;0;ChIJrWWZ1nYxkUcRpPltTZH2mk8;"(Übersetzt von Google) Temporäre Rabatte auf verschiedene Produkte

(Original)
Reduceri temporare la diferite produse";14;temporäre rabatte verschiedene produkte reduceri temporare la diferite produse;-1;0;Sentiment(polarity=-1.0, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;5;4;0;ChIJrWWZ1nYxkUcRpPltTZH2mk8;Gut eingerichtetes Kaufhaus mit genügend Platz zwischen denn Regalen;9;gut eingerichtetes kaufhaus genügend platz regalen;0,85;0;Sentiment(polarity=0.85, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;5;4;1;ChIJrWWZ1nYxkUcRpPltTZH2mk8;sehr gut ich finde alles leicht❤️🥀;6;sehr gut finde alles leicht❤️🥀;1;0;Sentiment(polarity=1.0, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;4;4;0;ChIJrWWZ1nYxkUcRpPltTZH2mk8;Hier kann man in aller Ruhe einkaufen.;7;ruhe einkaufen;0;0;Sentiment(polarity=0.0, subjectivity=0.0)
Kaufland Lahr/Schwarzwald;Kaufland Lahr/Schwarzwald Lahr - Offenburger Str. 11;4;4;0;ChIJrWWZ1nYxkUcRpPltTZH2mk8;Sehr schöner Laden;3;sehr schöner laden;1;0;Sentiment(polarity=1.0, subjectivity=0.0)
